AverageSpC	FracMissing
0.7368	0.3626
0.7368	0.3627
0.7368	0.3630
0.7368	0.3633
0.7368	0.3635
0.7368	0.3636
0.7368	0.3638
0.7368	0.3641
0.7368	0.3642
0.7368	0.3643
0.7368	0.3647
0.7368	0.3650
0.7368	0.3653
0.7368	0.3654
0.7368	0.3655
0.7368	0.3658
0.7368	0.3660
0.7368	0.3662
0.7368	0.3664
0.7368	0.3666
0.7247	0.3666
0.7218	0.3669
0.7060	0.3667
0.7017	0.3669
0.6842	0.3671
0.6842	0.3673
0.6842	0.3675
0.6842	0.3676
0.6842	0.3679
0.6842	0.3681
0.6842	0.3684
0.6842	0.3686
0.6842	0.3688
0.6842	0.3690
0.6842	0.3692
0.6842	0.3695
0.6842	0.3696
0.6842	0.3699
0.6842	0.3701
0.6842	0.3704
0.6842	0.3705
0.6842	0.3708
0.6842	0.3709
0.6842	0.3710
0.6842	0.3712
0.6842	0.3712
0.6842	0.3715
0.6842	0.3717
0.6842	0.3719
0.6842	0.3721
0.6842	0.3723
0.6842	0.3725
0.6842	0.3728
0.6842	0.3730
0.6842	0.3732
0.6842	0.3734
0.6842	0.3736
0.6842	0.3738
0.6842	0.3739
0.6842	0.3742
0.6842	0.3744
0.6842	0.3745
0.6825	0.3745
0.6745	0.3745
0.6737	0.3744
0.6734	0.3747
0.6711	0.3749
0.6644	0.3750
0.6368	0.3752
0.6351	0.3752
0.6331	0.3754
0.6316	0.3757
0.6316	0.3760
0.6316	0.3761
0.6316	0.3763
0.6316	0.3767
0.6316	0.3769
0.6316	0.3770
0.6316	0.3773
0.6316	0.3774
0.6316	0.3777
0.6316	0.3779
0.6316	0.3782
0.6316	0.3784
0.6316	0.3785
0.6316	0.3788
0.6316	0.3790
0.6316	0.3791
0.6316	0.3794
0.6316	0.3796
0.6316	0.3799
0.6316	0.3802
0.6316	0.3804
0.6316	0.3807
0.6316	0.3808
0.6316	0.3810
0.6316	0.3812
0.6316	0.3815
0.6316	0.3819
0.6316	0.3822
0.6316	0.3824
0.6316	0.3826
0.6316	0.3827
0.6316	0.3829
0.6316	0.3830
0.6316	0.3833
0.6316	0.3835
0.6316	0.3838
0.6316	0.3840
0.6316	0.3842
0.6316	0.3843
0.6316	0.3846
0.6316	0.3849
0.6316	0.3850
0.6316	0.3851
0.6316	0.3853
0.6316	0.3854
0.6316	0.3856
0.6316	0.3859
0.6316	0.3862
0.6316	0.3864
0.6316	0.3866
0.6316	0.3868
0.6316	0.3869
0.6316	0.3871
0.6316	0.3873
0.6211	0.3873
0.6190	0.3875
0.6184	0.3874
0.6131	0.3874
0.6105	0.3876
0.5921	0.3878
0.5855	0.3880
0.5789	0.3882
0.5789	0.3884
0.5789	0.3887
0.5789	0.3889
0.5789	0.3891
0.5789	0.3892
0.5789	0.3894
0.5789	0.3896
0.5789	0.3898
0.5789	0.3900
0.5789	0.3902
0.5789	0.3904
0.5789	0.3907
0.5789	0.3908
0.5789	0.3911
0.5789	0.3912
0.5789	0.3914
0.5789	0.3916
0.5789	0.3919
0.5789	0.3921
0.5789	0.3923
0.5789	0.3925
0.5789	0.3927
0.5789	0.3930
0.5789	0.3932
0.5789	0.3933
0.5789	0.3936
0.5789	0.3938
0.5789	0.3940
0.5789	0.3944
0.5789	0.3946
0.5789	0.3949
0.5789	0.3951
0.5789	0.3954
0.5789	0.3956
0.5789	0.3958
0.5789	0.3960
0.5789	0.3962
0.5789	0.3964
0.5789	0.3967
0.5789	0.3969
0.5789	0.3972
0.5789	0.3973
0.5789	0.3976
0.5789	0.3978
0.5789	0.3980
0.5789	0.3982
0.5789	0.3984
0.5789	0.3987
0.5789	0.3988
0.5789	0.3992
0.5789	0.3993
0.5789	0.3995
0.5789	0.3996
0.5702	0.3998
0.5586	0.4000
0.5526	0.4002
0.5526	0.4004
0.5395	0.4005
0.5351	0.4008
0.5269	0.4011
0.5263	0.4013
0.5263	0.4015
0.5263	0.4018
0.5263	0.4020
0.5263	0.4022
0.5263	0.4024
0.5263	0.4027
0.5263	0.4029
0.5263	0.4031
0.5263	0.4033
0.5263	0.4034
0.5263	0.4036
0.5263	0.4038
0.5263	0.4040
0.5263	0.4042
0.5263	0.4043
0.5263	0.4045
0.5263	0.4048
0.5263	0.4050
0.5263	0.4051
0.5263	0.4052
0.5263	0.4053
0.5263	0.4056
0.5263	0.4057
0.5263	0.4059
0.5263	0.4062
0.5263	0.4064
0.5263	0.4066
0.5263	0.4068
0.5263	0.4071
0.5263	0.4072
0.5263	0.4075
0.5263	0.4077
0.5263	0.4079
0.5263	0.4082
0.5263	0.4084
0.5263	0.4086
0.5263	0.4088
0.5263	0.4090
0.5263	0.4092
0.5263	0.4095
0.5263	0.4097
0.5263	0.4099
0.5263	0.4100
0.5263	0.4102
0.5263	0.4104
0.5263	0.4106
0.5263	0.4108
0.5263	0.4110
0.5263	0.4112
0.5263	0.4115
0.5263	0.4116
0.5263	0.4118
0.5263	0.4120
0.5263	0.4122
0.5263	0.4124
0.5263	0.4126
0.5263	0.4129
0.5263	0.4130
0.5263	0.4132
0.5263	0.4134
0.5263	0.4135
0.5263	0.4136
0.5263	0.4139
0.5158	0.4142
0.5036	0.4145
0.5000	0.4146
0.5000	0.4148
0.4992	0.4148
0.4825	0.4150
0.4789	0.4152
0.4737	0.4154
0.4737	0.4154
0.4737	0.4156
0.4737	0.4158
0.4737	0.4160
0.4737	0.4162
0.4737	0.4163
0.4737	0.4165
0.4737	0.4168
0.4737	0.4170
0.4737	0.4173
0.4737	0.4175
0.4737	0.4176
0.4737	0.4178
0.4737	0.4179
0.4737	0.4182
0.4737	0.4183
0.4737	0.4184
0.4737	0.4186
0.4737	0.4187
0.4737	0.4190
0.4737	0.4192
0.4737	0.4193
0.4737	0.4195
0.4737	0.4196
0.4737	0.4199
0.4737	0.4201
0.4737	0.4203
0.4737	0.4206
0.4737	0.4208
0.4737	0.4210
0.4737	0.4212
0.4737	0.4214
0.4737	0.4215
0.4737	0.4217
0.4737	0.4219
0.4737	0.4222
0.4737	0.4224
0.4737	0.4226
0.4737	0.4228
0.4737	0.4230
0.4737	0.4233
0.4737	0.4235
0.4737	0.4237
0.4737	0.4238
0.4737	0.4241
0.4737	0.4243
0.4737	0.4245
0.4737	0.4247
0.4737	0.4250
0.4737	0.4251
0.4737	0.4253
0.4737	0.4255
0.4737	0.4258
0.4737	0.4259
0.4417	0.4261
0.4386	0.4263
0.4316	0.4264
0.4211	0.4266
0.4211	0.4268
0.4211	0.4271
0.4211	0.4272
0.4211	0.4274
0.4211	0.4276
0.4211	0.4278
0.4211	0.4280
0.4211	0.4282
0.4211	0.4284
0.4211	0.4287
0.4211	0.4289
0.4211	0.4291
0.4211	0.4294
0.4211	0.4296
0.4211	0.4298
0.4211	0.4301
0.4211	0.4303
0.4211	0.4304
0.4211	0.4306
0.4211	0.4307
0.4211	0.4309
0.4211	0.4310
0.4211	0.4312
0.4211	0.4314
0.4211	0.4316
0.4211	0.4318
0.4211	0.4320
0.4211	0.4322
0.4211	0.4324
0.4211	0.4326
0.4211	0.4327
0.4211	0.4329
0.4211	0.4331
0.4211	0.4332
0.4211	0.4334
0.4211	0.4336
0.4211	0.4338
0.4211	0.4340
0.4211	0.4342
0.4211	0.4344
0.4211	0.4346
0.4211	0.4348
0.4045	0.4350
0.4010	0.4352
0.4000	0.4354
0.3965	0.4356
0.3939	0.4358
0.3833	0.4358
0.3772	0.4360
0.3772	0.4361
0.3766	0.4362
0.3702	0.4364
0.3702	0.4366
0.3684	0.4368
0.3684	0.4370
0.3684	0.4372
0.3684	0.4373
0.3684	0.4375
0.3684	0.4376
0.3684	0.4378
0.3684	0.4380
0.3684	0.4382
0.3684	0.4384
0.3684	0.4386
0.3684	0.4388
0.3684	0.4389
0.3684	0.4392
0.3684	0.4394
0.3684	0.4396
0.3684	0.4397
0.3684	0.4399
0.3684	0.4401
0.3684	0.4402
0.3684	0.4405
0.3684	0.4407
0.3684	0.4409
0.3684	0.4411
0.3684	0.4414
0.3684	0.4417
0.3684	0.4419
0.3684	0.4421
0.3684	0.4423
0.3684	0.4425
0.3684	0.4427
0.3684	0.4429
0.3684	0.4431
0.3684	0.4433
0.3684	0.4435
0.3684	0.4437
0.3684	0.4439
0.3684	0.4441
0.3684	0.4443
0.3684	0.4445
0.3684	0.4446
0.3684	0.4449
0.3684	0.4450
0.3684	0.4453
0.3684	0.4455
0.3684	0.4456
0.3684	0.4459
0.3684	0.4461
0.3684	0.4463
0.3684	0.4465
0.3684	0.4467
0.3684	0.4469
0.3684	0.4471
0.3684	0.4473
0.3684	0.4475
0.3684	0.4477
0.3684	0.4479
0.3684	0.4481
0.3553	0.4483
0.3553	0.4485
0.3421	0.4488
0.3349	0.4489
0.3263	0.4489
0.3254	0.4491
0.3158	0.4493
0.3158	0.4495
0.3158	0.4497
0.3158	0.4499
0.3158	0.4501
0.3158	0.4504
0.3158	0.4506
0.3158	0.4507
0.3158	0.4510
0.3158	0.4512
0.3158	0.4514
0.3158	0.4516
0.3158	0.4519
0.3158	0.4521
0.3158	0.4523
0.3158	0.4525
0.3158	0.4527
0.3158	0.4529
0.3158	0.4531
0.3158	0.4533
0.3158	0.4535
0.3158	0.4537
0.3158	0.4539
0.3158	0.4541
0.3158	0.4543
0.3158	0.4545
0.3158	0.4547
0.3158	0.4548
0.3158	0.4550
0.3158	0.4552
0.3158	0.4554
0.3158	0.4557
0.3158	0.4558
0.3158	0.4560
0.3158	0.4562
0.3158	0.4565
0.3158	0.4567
0.3158	0.4568
0.3158	0.4570
0.3158	0.4572
0.3158	0.4575
0.3158	0.4576
0.3158	0.4579
0.3158	0.4581
0.3158	0.4583
0.3158	0.4585
0.3158	0.4587
0.3158	0.4588
0.3158	0.4590
0.3158	0.4591
0.3158	0.4593
0.3158	0.4595
0.3158	0.4597
0.3158	0.4599
0.3158	0.4601
0.3158	0.4603
0.3158	0.4605
0.3158	0.4607
0.3158	0.4609
0.3158	0.4610
0.3158	0.4613
0.3022	0.4611
0.2964	0.4609
0.2900	0.4611
0.2895	0.4612
0.2882	0.4614
0.2807	0.4616
0.2763	0.4617
0.2738	0.4620
0.2632	0.4622
0.2632	0.4624
0.2632	0.4625
0.2632	0.4627
0.2632	0.4629
0.2632	0.4631
0.2632	0.4633
0.2632	0.4635
0.2632	0.4637
0.2632	0.4640
0.2632	0.4642
0.2632	0.4644
0.2632	0.4646
0.2632	0.4647
0.2632	0.4650
0.2632	0.4652
0.2632	0.4654
0.2632	0.4655
0.2632	0.4657
0.2632	0.4659
0.2632	0.4662
0.2632	0.4664
0.2632	0.4666
0.2632	0.4667
0.2632	0.4669
0.2632	0.4671
0.2632	0.4673
0.2632	0.4675
0.2632	0.4677
0.2632	0.4680
0.2632	0.4682
0.2632	0.4684
0.2632	0.4686
0.2632	0.4688
0.2632	0.4690
0.2632	0.4692
0.2632	0.4694
0.2632	0.4696
0.2632	0.4698
0.2632	0.4700
0.2632	0.4702
0.2632	0.4704
0.2632	0.4705
0.2632	0.4708
0.2632	0.4710
0.2632	0.4712
0.2632	0.4714
0.2632	0.4716
0.2632	0.4718
0.2632	0.4719
0.2632	0.4722
0.2632	0.4724
0.2632	0.4726
0.2632	0.4728
0.2632	0.4730
0.2632	0.4732
0.2632	0.4733
0.2632	0.4736
0.2632	0.4737
0.2632	0.4739
0.2632	0.4741
0.2632	0.4743
0.2632	0.4745
0.2632	0.4747
0.2632	0.4749
0.2632	0.4751
0.2632	0.4752
0.2632	0.4754
0.2632	0.4756
0.2632	0.4758
0.2632	0.4760
0.2632	0.4762
0.2632	0.4764
0.2632	0.4765
0.2632	0.4767
0.2632	0.4769
0.2632	0.4770
0.2632	0.4772
0.2632	0.4774
0.2632	0.4776
0.2622	0.4777
0.2614	0.4775
0.2368	0.4777
0.2316	0.4779
0.2286	0.4781
0.2171	0.4783
0.2105	0.4785
0.2105	0.4787
0.2105	0.4789
0.2105	0.4790
0.2105	0.4792
0.2105	0.4794
0.2105	0.4796
0.2105	0.4798
0.2105	0.4800
0.2105	0.4802
0.2105	0.4804
0.2105	0.4806
0.2105	0.4808
0.2105	0.4810
0.2105	0.4812
0.2105	0.4814
0.2105	0.4816
0.2105	0.4818
0.2105	0.4820
0.2105	0.4822
0.2105	0.4824
0.2105	0.4826
0.2105	0.4828
0.2105	0.4829
0.2105	0.4831
0.2105	0.4833
0.2105	0.4835
0.2105	0.4837
0.2105	0.4839
0.2105	0.4841
0.2105	0.4843
0.2105	0.4845
0.2105	0.4847
0.2105	0.4849
0.2105	0.4850
0.2105	0.4852
0.2105	0.4854
0.2105	0.4856
0.2105	0.4858
0.2105	0.4860
0.2105	0.4862
0.2105	0.4864
0.2105	0.4866
0.2105	0.4868
0.2105	0.4870
0.2105	0.4872
0.2105	0.4874
0.2105	0.4876
0.2105	0.4878
0.2105	0.4880
0.2105	0.4881
0.2105	0.4883
0.2105	0.4885
0.2105	0.4887
0.2105	0.4889
0.2105	0.4891
0.2105	0.4893
0.2105	0.4895
0.2105	0.4896
0.2105	0.4899
0.2105	0.4901
0.2105	0.4903
0.2105	0.4904
0.2105	0.4907
0.2105	0.4909
0.2105	0.4910
0.2105	0.4912
0.2105	0.4915
0.2105	0.4916
0.2105	0.4919
0.2105	0.4921
0.2105	0.4922
0.2105	0.4924
0.2105	0.4927
0.2105	0.4929
0.2105	0.4931
0.2105	0.4932
0.2105	0.4934
0.2105	0.4936
0.2105	0.4938
0.2105	0.4939
0.2105	0.4941
0.2105	0.4943
0.2105	0.4946
0.2105	0.4947
0.2105	0.4949
0.2105	0.4951
0.2105	0.4953
0.2032	0.4954
0.1930	0.4956
0.1842	0.4958
0.1842	0.4960
0.1842	0.4962
0.1842	0.4963
0.1842	0.4965
0.1842	0.4966
0.1789	0.4968
0.1754	0.4970
0.1754	0.4971
0.1612	0.4973
0.1610	0.4975
0.1594	0.4977
0.1587	0.4978
0.1579	0.4980
0.1579	0.4982
0.1579	0.4984
0.1579	0.4986
0.1579	0.4988
0.1579	0.4990
0.1579	0.4992
0.1579	0.4994
0.1579	0.4996
0.1579	0.4998
0.1579	0.5000
0.1579	0.5002
0.1579	0.5003
0.1579	0.5005
0.1579	0.5007
0.1579	0.5009
0.1579	0.5011
0.1579	0.5013
0.1579	0.5015
0.1579	0.5017
0.1579	0.5019
0.1579	0.5021
0.1579	0.5023
0.1579	0.5024
0.1579	0.5026
0.1579	0.5028
0.1579	0.5030
0.1579	0.5033
0.1579	0.5034
0.1579	0.5036
0.1579	0.5038
0.1579	0.5040
0.1579	0.5042
0.1579	0.5044
0.1579	0.5046
0.1579	0.5048
0.1579	0.5050
0.1579	0.5052
0.1579	0.5053
0.1579	0.5055
0.1579	0.5057
0.1579	0.5059
0.1579	0.5061
0.1579	0.5063
0.1579	0.5065
0.1579	0.5067
0.1579	0.5069
0.1579	0.5070
0.1579	0.5072
0.1579	0.5074
0.1579	0.5076
0.1579	0.5078
0.1579	0.5080
0.1579	0.5081
0.1579	0.5083
0.1579	0.5085
0.1579	0.5087
0.1579	0.5089
0.1579	0.5091
0.1579	0.5093
0.1579	0.5095
0.1579	0.5097
0.1579	0.5099
0.1579	0.5101
0.1579	0.5102
0.1579	0.5104
0.1579	0.5106
0.1579	0.5108
0.1579	0.5110
0.1579	0.5111
0.1579	0.5113
0.1579	0.5115
0.1579	0.5117
0.1579	0.5119
0.1579	0.5121
0.1579	0.5122
0.1579	0.5124
0.1579	0.5126
0.1526	0.5127
0.1526	0.5128
0.1526	0.5130
0.1447	0.5132
0.1404	0.5134
0.1316	0.5135
0.1303	0.5137
0.1227	0.5138
0.1216	0.5140
0.1184	0.5141
0.1158	0.5143
0.1158	0.5145
0.1119	0.5147
0.1092	0.5149
0.1062	0.5151
0.1053	0.5152
0.1053	0.5154
0.1053	0.5156
0.1053	0.5158
0.1053	0.5160
0.1053	0.5162
0.1053	0.5164
0.1053	0.5166
0.1053	0.5168
0.1053	0.5170
0.1053	0.5172
0.1053	0.5174
0.1053	0.5176
0.1053	0.5178
0.1053	0.5180
0.1053	0.5182
0.1053	0.5184
0.1053	0.5186
0.1053	0.5188
0.1053	0.5190
0.1053	0.5192
0.1053	0.5194
0.1053	0.5195
0.1053	0.5197
0.1053	0.5199
0.1053	0.5201
0.1053	0.5203
0.1053	0.5205
0.1053	0.5207
0.1053	0.5209
0.1053	0.5211
0.1053	0.5213
0.1053	0.5215
0.1053	0.5217
0.1053	0.5219
0.1053	0.5221
0.1053	0.5222
0.1053	0.5224
0.1053	0.5226
0.1053	0.5228
0.1053	0.5230
0.1053	0.5232
0.1053	0.5234
0.1053	0.5236
0.1053	0.5238
0.1053	0.5240
0.1053	0.5241
0.1053	0.5243
0.1053	0.5245
0.1053	0.5247
0.1053	0.5249
0.1053	0.5251
0.1053	0.5253
0.1053	0.5255
0.1053	0.5257
0.1053	0.5258
0.1053	0.5260
0.1053	0.5262
0.1053	0.5264
0.1053	0.5266
0.0921	0.5268
0.0789	0.5269
0.0789	0.5271
0.0789	0.5273
0.0658	0.5275
0.0654	0.5277
0.0614	0.5279
0.0602	0.5281
0.0583	0.5279
0.0574	0.5281
0.0528	0.5283
0.0526	0.5285
0.0368	0.5286
0.0263	0.5288
0.0000	0.5290
0.0000	0.5292
0.0000	0.5295
